"customer_id","gender","senior_citizen","partner","dependents","tenure","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn","has_streaming"
"0369-ZGOVK","Female",FALSE,"Yes       ","Yes       ",28,"Yes","No","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",70.4000015258789,1992.19995117188,"No","No"
"4510-HIMLV","Male",FALSE,"No        ","No        ",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.8000030517578,69.8000030517578,"Yes","No"
"9919-KNPOO","Female",FALSE,"Yes       ","No        ",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.3000030517578,1948.34997558594,"No","Yes"
"8749-JMNKX","Male",TRUE,"Yes       ","No        ",51,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",93.8000030517578,4750.9501953125,"Yes","Yes"
"7872-BAAZR","Female",FALSE,"Yes       ","Yes       ",53,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.5499992370605,1007.90002441406,"No","No"
"9391-LMANN","Male",FALSE,"No        ","Yes       ",53,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Electronic check",95.9499969482422,5036.89990234375,"No","Yes"
"2430-USGXP","Male",FALSE,"Yes       ","No        ",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.050003051758,2391.80004882812,"Yes","Yes"
"8174-TBVCF","Female",FALSE,"Yes       ","No        ",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",94.8000030517578,6859.0498046875,"No","Yes"
"1698-XFZCI","Male",FALSE,"No        ","No        ",61,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",107.75,6521.89990234375,"No","Yes"
"1877-HKBQX","Female",FALSE,"No        ","No        ",11,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",54.5999984741211,617.849975585938,"No","No"
"4450-DLLMH","Male",FALSE,"No        ","No        ",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",71.3000030517578,157.75,"No","No"
"0428-AXXLJ","Male",FALSE,"No        ","No        ",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.5,516.299987792969,"No","No"
"2746-DIJLO","Female",FALSE,"No        ","No        ",41,"Yes","Yes","DSL","No","Yes","No","No","No","No","One year","Yes","Credit card (automatic)",56.2999992370605,2364,"No","No"
"5955-ERIHD","Male",FALSE,"Yes       ","No        ",18,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.6999969482422,1687.94995117188,"Yes","Yes"
"0917-EZOLA","Male",TRUE,"Yes       ","No        ",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.150001525879,7689.9501953125,"Yes","Yes"
"3508-VLHCZ","Female",FALSE,"Yes       ","Yes       ",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",90.5500030517578,6239.0498046875,"No","Yes"
"4086-ATNFV","Female",FALSE,"Yes       ","Yes       ",34,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Mailed check",60.7999992370605,2042.05004882812,"No","No"
"0468-YRPXN","Male",FALSE,"No        ","No        ",29,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.8000030517578,2807.10009765625,"No","Yes"
"5996-NRVXR","Male",TRUE,"Yes       ","No        ",40,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",98.1500015258789,4116.7998046875,"No","Yes"
"3739-YBWAB","Male",FALSE,"Yes       ","No        ",36,"No","No phone service","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check",35.3499984741211,1317.94995117188,"No","No"
"7047-FWEYA","Female",FALSE,"Yes       ","No        ",46,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",103.150001525879,4594.64990234375,"No","Yes"
"2000-MPKCA","Female",FALSE,"No        ","No        ",58,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",107.75,6332.75,"No","Yes"
"9762-YAQAA","Male",FALSE,"No        ","No        ",39,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","One year","No","Credit card (automatic)",81.4000015258789,3213.75,"No","No"
"5949-EBSQK","Male",FALSE,"Yes       ","Yes       ",4,"Yes","No","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",61.4500007629395,229.550003051758,"Yes","Yes"
"5473-KHBPS","Female",FALSE,"Yes       ","Yes       ",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",95.6999969482422,4976.14990234375,"No","Yes"
"0100-DUVFC","Male",TRUE,"Yes       ","No        ",70,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",104.800003051758,7308.9501953125,"No","Yes"
"5397-TUPSH","Male",TRUE,"Yes       ","No        ",65,"Yes","No","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",70.9499969482422,4555.2001953125,"No","No"
"8950-MTZNV","Male",FALSE,"No        ","No        ",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.9500007629395,44.9500007629395,"No","No"
"0326-VDYXE","Female",FALSE,"Yes       ","No        ",70,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",97.6500015258789,6982.5,"No","Yes"
"6773-LQTVT","Female",TRUE,"Yes       ","Yes       ",29,"No","No phone service","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",35.6500015258789,1025.15002441406,"No","No"
"7274-RTAPZ","Male",FALSE,"No        ","No        ",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.5500030517578,90.5500030517578,"Yes","Yes"
"0436-TWFFZ","Female",FALSE,"No        ","No        ",67,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",85.25,5714.2001953125,"No","Yes"
"8566-YPRGL","Female",FALSE,"No        ","No        ",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.5,19.5,"No","No"
"0311-UNPFF","Female",FALSE,"No        ","No        ",26,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",88.8000030517578,2274.35009765625,"Yes","Yes"
"6609-MXJHJ","Female",FALSE,"Yes       ","Yes       ",30,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",25.1000003814697,789.549987792969,"No","No"
"2669-OIDSD","Female",FALSE,"Yes       ","No        ",48,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.050003051758,4834,"No","Yes"
"8400-WZICQ","Female",FALSE,"Yes       ","Yes       ",55,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",55.7000007629395,3131.80004882812,"No","No"
"3834-XUIFC","Male",FALSE,"No        ","No        ",7,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",85.1999969482422,602.549987792969,"Yes","Yes"
"9576-SYUHJ","Male",FALSE,"No        ","No        ",37,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",91.1500015258789,3369.25,"No","Yes"
"0410-IPFTY","Female",FALSE,"Yes       ","No        ",31,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",83.8499984741211,2674.14990234375,"No","Yes"
"2831-EBWRN","Male",FALSE,"No        ","No        ",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.9000015258789,199.75,"No","No"
"9430-NKQLY","Male",FALSE,"Yes       ","Yes       ",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.1000003814697,1790.80004882812,"No","No"
"8414-MYSHR","Male",TRUE,"No        ","No        ",5,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.4000015258789,449.75,"Yes","Yes"
"0247-SLUJI","Male",FALSE,"Yes       ","Yes       ",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.7000007629395,19.7000007629395,"No","No"
"9402-ORRAH","Female",TRUE,"No        ","No        ",15,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.5,1400.30004882812,"No","Yes"
"6483-OATDN","Male",FALSE,"Yes       ","Yes       ",8,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",51.2999992370605,411.600006103516,"No","No"
"1293-HHSHJ","Female",FALSE,"No        ","No        ",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",21.1000003814697,741,"No","No"
"4840-ORQXB","Female",TRUE,"No        ","No        ",56,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",104.75,5841.35009765625,"No","Yes"
"7599-FKVXZ","Male",FALSE,"Yes       ","No        ",42,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",106.150001525879,4512.7001953125,"Yes","Yes"
"3982-DQLUS","Male",TRUE,"Yes       ","Yes       ",65,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",85.75,5688.4501953125,"No","No"
"8610-ZIKJJ","Female",FALSE,"Yes       ","Yes       ",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.2999992370605,31.8999996185303,"No","No"
"3756-VNWDH","Male",TRUE,"Yes       ","No        ",65,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","Yes","Electronic check",100.75,6674.64990234375,"No","Yes"
"7801-KICAO","Female",FALSE,"No        ","No        ",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.1500015258789,1345.75,"No","No"
"7673-LPRNY","Female",FALSE,"No        ","No        ",23,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",78.5500030517578,1843.05004882812,"No","Yes"
"8229-TNIQA","Female",FALSE,"No        ","No        ",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.2999992370605,196.949996948242,"Yes","No"
"6060-QBMGV","Male",FALSE,"Yes       ","No        ",70,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.8500003814697,1433.80004882812,"No","No"
"7339-POGZN","Female",FALSE,"No        ","No        ",4,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",50.7000007629395,214.550003051758,"No","No"
"2828-SLQPF","Male",FALSE,"No        ","No        ",19,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",45,865.849975585938,"No","No"
"4465-VDKIQ","Female",FALSE,"No        ","No        ",18,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",77.8000030517578,1358.59997558594,"No","No"
"2921-XWDJH","Female",TRUE,"Yes       ","No        ",38,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.4499969482422,3147.14990234375,"No","Yes"
"6221-AVQYL","Male",FALSE,"No        ","No        ",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.25,131.050003051758,"Yes","No"
"2558-BUOZZ","Male",FALSE,"No        ","No        ",47,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","No","Bank transfer (automatic)",94.8000030517578,4535.85009765625,"No","Yes"
"9257-AZMTZ","Female",FALSE,"Yes       ","Yes       ",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.1000003814697,1078.75,"No","No"
"0003-MKNFE","Male",FALSE,"No        ","No        ",9,"Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","No","Mailed check",59.9000015258789,542.400024414062,"No","Yes"
"0975-UYDTX","Female",FALSE,"Yes       ","No        ",26,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",90.0999984741211,2312.55004882812,"No","Yes"
"7743-EXURX","Male",FALSE,"Yes       ","Yes       ",8,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",51.0499992370605,415.049987792969,"Yes","No"
"4682-BLBUC","Male",FALSE,"Yes       ","No        ",44,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Electronic check",70.9499969482422,3250.44995117188,"No","Yes"
"0975-VOOVL","Female",FALSE,"No        ","No        ",3,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",29.2000007629395,98.5,"No","No"
"5968-VXZLG","Male",FALSE,"No        ","No        ",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",46.5999984741211,87.9000015258789,"No","No"
"5569-KGJHX","Female",FALSE,"Yes       ","Yes       ",9,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",85.3499984741211,754.650024414062,"Yes","Yes"
"4988-IQIGL","Male",TRUE,"No        ","No        ",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.3499984741211,75.3499984741211,"Yes","No"
"5201-FRKKS","Male",FALSE,"No        ","No        ",25,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",74.3000030517578,1952.25,"No","No"
"9799-CAYJJ","Female",TRUE,"Yes       ","No        ",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.3000030517578,153.800003051758,"No","No"
"7730-IUTDZ","Male",FALSE,"No        ","No        ",43,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.1999969482422,3198.60009765625,"Yes","No"
"0426-TIRNE","Female",FALSE,"No        ","No        ",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.8999996185303,20.8999996185303,"Yes","No"
"5443-SCMKX","Female",FALSE,"Yes       ","No        ",58,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",94.3000030517578,5610.14990234375,"No","Yes"
"8295-KMENE","Female",FALSE,"Yes       ","Yes       ",59,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","Two year","Yes","Mailed check",76.4499969482422,4519.5,"No","Yes"
"6738-ISCBM","Male",FALSE,"No        ","No        ",44,"No","No phone service","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",54,2440.25,"No","Yes"
"9821-BESNZ","Male",FALSE,"No        ","No        ",66,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",104.25,6860.60009765625,"No","Yes"
"3678-MNGZX","Male",FALSE,"Yes       ","Yes       ",68,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.9500007629395,1377.69995117188,"No","No"
"1335-NTIUC","Male",FALSE,"No        ","No        ",9,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.9500007629395,190.25,"No","No"
"2916-BQZLN","Male",FALSE,"No        ","No        ",19,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",84.75,1651.94995117188,"No","No"
"4558-CGYCZ","Male",FALSE,"No        ","No        ",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.75,78.3000030517578,"No","No"
"2368-GAKKQ","Female",FALSE,"No        ","No        ",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",113.650001525879,7939.25,"No","Yes"
"8710-YGLWG","Male",FALSE,"No        ","No        ",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.9000015258789,44.9000015258789,"No","No"
"3199-XGZCY","Female",FALSE,"No        ","No        ",8,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.25,576.700012207031,"No","No"
"3785-KTYSH","Male",FALSE,"No        ","No        ",53,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",24.6000003814697,1279,"No","No"
"6814-ZPWFQ","Male",TRUE,"No        ","No        ",51,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",25,1260.69995117188,"No","No"
"4063-EIKNQ","Male",FALSE,"Yes       ","Yes       ",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.9500007629395,267.350006103516,"No","No"
"6993-YCOBK","Male",FALSE,"Yes       ","Yes       ",60,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",110.599998474121,6586.85009765625,"No","Yes"
"5206-HPJKM","Male",FALSE,"No        ","No        ",17,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",55.5,934.150024414062,"No","No"
"7587-RZNME","Male",FALSE,"No        ","No        ",3,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",43.2999992370605,123.650001525879,"Yes","No"
"0748-RDGGM","Male",FALSE,"Yes       ","No        ",70,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",109.5,7534.64990234375,"Yes","Yes"
"8393-JMVMB","Male",FALSE,"No        ","No        ",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.4500007629395,19.4500007629395,"No","No"
"5019-GQVCR","Male",TRUE,"No        ","No        ",43,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.8499984741211,3645.60009765625,"No","Yes"
"6036-TTFYU","Female",FALSE,"Yes       ","No        ",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.6000003814697,314.450012207031,"No","No"
"2550-AEVRU","Female",FALSE,"Yes       ","Yes       ",57,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Electronic check",53.4500007629395,3053,"No","No"
"0969-RGKCU","Male",FALSE,"Yes       ","Yes       ",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.7999992370605,677.049987792969,"No","No"
"0378-CJKPV","Female",FALSE,"Yes       ","No        ",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",112.099998474121,7965.9501953125,"No","Yes"
"4706-AXVKM","Female",TRUE,"No        ","No        ",11,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",84.8000030517578,906.849975585938,"Yes","Yes"
"5889-JTMUL","Female",TRUE,"Yes       ","No        ",50,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",95.0500030517578,4888.7001953125,"Yes","Yes"
"9026-RNUJS","Male",TRUE,"No        ","No        ",5,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",50.3499984741211,237.25,"Yes","No"
"3746-EUBYR","Male",FALSE,"Yes       ","No        ",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.5999984741211,74.5999984741211,"Yes","No"
"2332-EFBJY","Male",FALSE,"No        ","No        ",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.7000007629395,342.399993896484,"Yes","No"
"2880-FPNAE","Male",TRUE,"Yes       ","No        ",2,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",74.1999969482422,140.100006103516,"No","No"
"1703-MGIAB","Female",FALSE,"No        ","No        ",17,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Mailed check",69,1108,"No","Yes"
"4311-QTTAI","Female",FALSE,"No        ","No        ",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.3500003814697,295.549987792969,"No","No"
"9474-PHLYD","Female",FALSE,"No        ","No        ",15,"Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",59.4500007629395,892.650024414062,"Yes","Yes"
"4318-RAJVY","Female",FALSE,"No        ","No        ",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.7999992370605,198.25,"No","No"
"2165-VOEGB","Female",FALSE,"No        ","Yes       ",46,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.199996948242,4822.85009765625,"Yes","Yes"
"3612-YUNGG","Male",FALSE,"Yes       ","Yes       ",64,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",109.199996948242,6741.14990234375,"No","Yes"
"2254-DLXRI","Female",FALSE,"No        ","No        ",1,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",79.1500015258789,79.1500015258789,"No","No"
"5062-CJJKH","Male",FALSE,"Yes       ","Yes       ",25,"Yes","No","DSL","No","Yes","Yes","No","No","No","One year","No","Mailed check",53.6500015258789,1355.44995117188,"No","No"
"9028-LIHRP","Male",FALSE,"Yes       ","Yes       ",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",100.199996948242,7209,"No","Yes"
"2219-MVUSO","Male",FALSE,"No        ","No        ",8,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.1500015258789,438.399993896484,"Yes","No"
"1053-MXTTK","Female",FALSE,"Yes       ","Yes       ",72,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",108.650001525879,7726.35009765625,"No","Yes"
"1530-ZTDOZ","Female",FALSE,"Yes       ","No        ",49,"No","No phone service","DSL","Yes","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",40.6500015258789,2070.75,"No","Yes"
"1301-LOPVR","Male",FALSE,"Yes       ","Yes       ",29,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",55.3499984741211,1636.94995117188,"No","Yes"
"0853-TWRVK","Male",FALSE,"Yes       ","No        ",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",105.599998474121,7581.5,"No","Yes"
"8914-RBTSB","Male",FALSE,"Yes       ","No        ",31,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","No","Electronic check",93.8000030517578,3019.5,"Yes","Yes"
"6212-ATMLK","Female",FALSE,"No        ","No        ",50,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.6999969482422,4729.75,"No","Yes"
"8200-LGKSR","Male",FALSE,"Yes       ","No        ",71,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",83.1999969482422,6126.10009765625,"No","Yes"
"1568-BEKZM","Male",TRUE,"Yes       ","No        ",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",90.0500030517578,6333.39990234375,"No","Yes"
"0670-ANMUU","Male",FALSE,"No        ","No        ",71,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","Yes","One year","No","Credit card (automatic)",97.6500015258789,6687.85009765625,"No","Yes"
"6897-RWMUB","Male",FALSE,"Yes       ","Yes       ",61,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",68.0500030517578,4158.25,"No","No"
"0963-ZBDRN","Male",FALSE,"No        ","No        ",32,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",96.1999969482422,3183.39990234375,"Yes","Yes"
"7594-RQHXR","Female",FALSE,"No        ","Yes       ",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.5999984741211,79.5999984741211,"Yes","Yes"
"6999-CHVCF","Male",FALSE,"No        ","No        ",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Bank transfer (automatic)",102.099998474121,7149.35009765625,"No","Yes"
"6134-KWTBV","Male",FALSE,"No        ","No        ",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",23.3999996185303,1429.65002441406,"No","No"
"1077-HUUJM","Female",FALSE,"No        ","Yes       ",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.0500030517578,472.649993896484,"No","No"
"6331-EWIEB","Male",FALSE,"No        ","No        ",20,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.25,1734.5,"Yes","Yes"
"0895-LNKRC","Male",FALSE,"Yes       ","Yes       ",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.4500007629395,113.5,"No","No"
"2045-BMBTJ","Female",TRUE,"No        ","No        ",33,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",59.4500007629395,1884.65002441406,"No","Yes"
"8417-GSODA","Male",FALSE,"Yes       ","Yes       ",28,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Bank transfer (automatic)",92.1999969482422,2568.14990234375,"No","Yes"
"5171-EPLKN","Male",FALSE,"No        ","No        ",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.8500003814697,470,"No","No"
"4452-QIIEB","Male",FALSE,"No        ","No        ",7,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",43.9000015258789,278.399993896484,"No","No"
"5998-VVEJY","Male",FALSE,"No        ","No        ",26,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",80.5,2088.80004882812,"Yes","No"
